XM_026971221.1	LOC105288151
XM_026969281.1	LOC105280920
XM_011341120.3	LOC105280512
XM_026968837.1	LOC105280912
XM_011341077.3	LOC105280476
XM_011341051.3	LOC105280467
XM_011340981.3	LOC105280421
XM_011341039.3	LOC105280458
XM_011340968.3	LOC105280414
XM_026969010.1	LOC105280406
XM_020032029.2	LOC105280392
XM_011340896.2	LOC105280379
XM_011340883.2	LOC105280372
XM_011340872.3	LOC105280365
XM_026968791.1	LOC105286149
XM_011350874.2	LOC105286152
XM_011350880.3	LOC105286155
XM_020033916.1	LOC105286154
XM_011350875.3	LOC105286153
XM_011350887.3	LOC105286156
XM_020033912.2	LOC105286159
XM_011350889.3	LOC105286157
XM_026968971.1	LOC105286160
XM_011350895.3	LOC105286163
XM_026968968.1	LOC105286162
XM_011350896.3	LOC105286164
XM_011350901.3	LOC105286165
XM_011350902.3	LOC105286166
XM_011350904.3	LOC105286168
XM_011350903.2	LOC105286167
XM_011350909.3	LOC105286170
XM_011350906.3	LOC105286169
XM_026968757.1	LOC105286172
XM_011350911.3	LOC105286171
XM_026969014.1	LOC113561796
XM_026969006.1	LOC105286174
XM_011350920.2	LOC105286175
XM_011350924.3	LOC105286176
XM_026968914.1	LOC113561759
XM_011352632.3	LOC105287154
XM_026969414.1	LOC105287152
XM_011352624.3	LOC105287150
XM_011352625.2	LOC105287151
XM_026969410.1	LOC105287149
XM_011352618.3	LOC105287148
XM_011352616.3	LOC105287147
XM_011352615.3	LOC105287146
XM_011352614.3	LOC105287145
XM_026969418.1	LOC105287144
XM_011351309.3	LOC105286374
XM_026968847.1	LOC105286386
XM_026968846.1	LOC105287301
XM_011351311.3	LOC105286375
XM_011351312.3	LOC105286376
XM_011351313.2	LOC105286377
XM_011351316.3	LOC105286378
XM_026969012.1	LOC105286379
XM_011351318.2	LOC105286380
XM_011351319.3	LOC105286381
XM_026968915.1	LOC105286388
XM_026969092.1	LOC105286382
XM_011351322.3	LOC105286383
XM_026969357.1	LOC105283906
XM_026969358.1	LOC105283908
XM_011347039.3	LOC105283909
XM_011347046.3	LOC105283913
XM_011347045.3	LOC105283911
XM_011347043.3	LOC105283910
XM_011347047.3	LOC105283914
XM_026968992.1	LOC105283915
XM_026969000.1	LOC113561792
XM_011347053.3	LOC105283919
XM_026968995.1	LOC105283918
XM_026968977.1	LOC105280820
XM_011341637.3	LOC105280819
XM_011341636.3	LOC105280818
XM_011341633.3	LOC105280817
XM_011341632.3	LOC105280816
XM_011341629.3	LOC105280814
XM_011341631.3	LOC105280815
XM_026968863.1	LOC105282474
XM_011344442.3	LOC105282476
XM_011344445.3	LOC105282477
XM_011344447.2	LOC105282478
XM_011344451.3	LOC105282479
XM_011344456.3	LOC105282481
XM_011344458.2	LOC105282482
XM_011344462.3	LOC105282484
XM_011344459.3	LOC105282483
XM_026969383.1	LOC105282490
XM_011344465.3	LOC105282489
XM_011344464.3	LOC105282487
XM_026969385.1	LOC105282486
XM_011344473.2	LOC105282493
XM_011344467.2	LOC105282491
XM_011344479.3	LOC105282495
XM_011344481.3	LOC105282497
XM_011344480.3	LOC105282496
XM_011344485.3	LOC105282498
XM_011344486.3	LOC105282499
XM_011344488.3	LOC105282500
XM_011344489.3	LOC105282501
XM_026969405.1	LOC105282505
XM_011344495.3	LOC105282506
XM_026969406.1	LOC105282507
XM_011344498.3	LOC105282508
XM_011344499.3	LOC105282509
XM_020032700.2	LOC105282594
XM_026969102.1	LOC105282510
XM_026969032.1	LOC113561805
XM_011344507.3	LOC105282512
XM_026969103.1	LOC113561822
XM_011344509.3	LOC105282513
XM_011344513.3	LOC105282515
XM_020032701.2	LOC109611173
XM_026968916.1	LOC105282596
XM_011344517.3	LOC105282516
XM_026968917.1	LOC113561760
XM_026968740.1	LOC105282517
XM_011344529.3	LOC105282519
XM_011344532.3	LOC105282521
XM_011344535.2	LOC105282522
XM_011344544.1	LOC105282523
XM_011344545.3	LOC105282525
XM_011344548.3	LOC105282527
XM_011344546.3	LOC105282526
XM_011344549.3	LOC105282528
XM_011344552.3	LOC105282530
XM_011344555.3	LOC105282531
XM_026969373.1	LOC109611175
XM_011344558.3	LOC105282532
XM_011344562.2	LOC105282535
XM_011344565.2	LOC105282537
XM_011344566.2	LOC105282538
XM_020032726.2	LOC105282542
XM_026968922.1	LOC113561761
XM_011344568.3	LOC105282540
XM_011344572.3	LOC105282543
XM_011344576.3	LOC105282545
XM_011344575.2	LOC105282544
XM_011344577.3	LOC105282546
XM_011344580.3	LOC105282548
XM_026968913.1	LOC105282549
XM_026969379.1	LOC105275706
XM_011344591.3	LOC105282554
XM_026969376.1	LOC105282557
XM_011344594.3	LOC105282555
XM_011344597.3	LOC105282558
XM_011344599.2	LOC105282559
XM_011344604.3	LOC105282560
XM_011344606.3	LOC105282561
XM_020032719.2	LOC105282562
XM_011344611.3	LOC105282564
XM_011344609.3	LOC105282563
XM_011344617.3	LOC105282565
XM_011344619.3	LOC105282567
XM_011344622.3	LOC105282569
XM_026969397.1	LOC105282568
XM_011344625.3	LOC105282571
XM_011344624.3	LOC105282570
XM_011344630.3	LOC105282573
XM_011344627.3	LOC105282572
XM_011344632.3	LOC105282575
XM_026969360.1	LOC105282576
XM_011344635.3	LOC105282577
XM_011336683.1	LOC105277931
XM_011336678.3	LOC105277926
XM_026968932.1	LOC113561763
XM_026968942.1	LOC113561766
XM_026968948.1	LOC113561768
XM_026968949.1	LOC113561769
XM_020030190.2	LOC105274761
XM_011350928.2	LOC105286181
XM_026969363.1	LOC105286180
XM_026969364.1	LOC105286178
XM_011350932.3	LOC105286182
XM_011350933.3	LOC105286183
XM_020033919.2	LOC105286184
XM_026968852.1	LOC113561741
XM_026968850.1	LOC113561740
XM_011346146.3	LOC105283421
XM_011346153.3	LOC105283423
XM_011346149.3	LOC105283422
XM_026968835.1	LOC113561735
XM_026968951.1	LOC113561770
XM_011346342.3	LOC105283523
XM_026968953.1	LOC113561447
XM_026968952.1	LOC113561771
XM_011348276.3	LOC105284614
XM_026968761.1	LOC105284615
XM_011348272.3	LOC105284613
XM_026968764.1	LOC105284612
XM_026969351.1	LOC113561866
XM_011348268.3	LOC105284610
XM_026969347.1	LOC105284608
XM_011348265.3	LOC105284609
XM_026969350.1	LOC105284605
XM_011349502.3	LOC105285352
XM_011349507.3	LOC105285354
XM_026968944.1	LOC105285358
XM_011349510.3	LOC105285356
XM_011349509.3	LOC105285355
XM_011352043.3	LOC105286817
XM_011352045.3	LOC105286818
XM_011352042.3	LOC105286816
XM_011352041.3	LOC105286815
XM_026968955.1	LOC105279247
XM_026968956.1	LOC105279211
XM_026968959.1	LOC113561773
XM_026968960.1	LOC113561774
XM_026968961.1	LOC109610892
XM_026968962.1	LOC105283899
XM_020031253.2	LOC109610893
XM_026968963.1	LOC113561775
XM_020030296.1	LOC105275090
XM_026969009.1	LOC105275091
XM_026968964.1	LOC113561776
XM_026968965.1	LOC105275094
XM_026968966.1	LOC113561777
XM_020030295.1	LOC109610707
XM_026968972.1	LOC113561779
XM_026968973.1	LOC113561780
XM_026968974.1	LOC113561781
XM_026968975.1	LOC113561782
XM_026968976.1	LOC113561783
XM_026968978.1	LOC113561784
XM_026969338.1	LOC113561863
XM_011342366.2	LOC105281281
XM_026968979.1	LOC113561785
XM_011342368.3	LOC105281282
XM_026969401.1	LOC105280645
XM_026969403.1	LOC113561872
XM_026969404.1	LOC113561873
XM_020032080.1	LOC109611049
XM_011341319.3	LOC105280648
XM_011342702.1	LOC105281454
XM_026968984.1	LOC113561790
XM_026968994.1	LOC113561791
XM_026969245.1	LOC113561838
XM_011342700.2	LOC105281452
XM_026969246.1	LOC113561839
XM_026969247.1	LOC105281494
XM_026969248.1	LOC113561840
XM_026969249.1	LOC113561841
XM_026969132.1	LOC105279214
XM_026969250.1	LOC113561842
XM_026969251.1	LOC105280009
XM_026969252.1	LOC113561843
XM_026969253.1	LOC113561844
XM_026969254.1	LOC113561845
XM_026969045.1	LOC113561808
XM_026969255.1	LOC113561847
XM_026969256.1	LOC113561848
XM_011350540.2	LOC105285967
XM_011350538.2	LOC105285966
XM_026969051.1	LOC113561809
XM_026969044.1	LOC113561807
XM_020032894.2	LOC105283092
XM_011345552.3	LOC105283091
XM_011345562.2	LOC105283098
XM_026969037.1	LOC105283093
XM_026969036.1	LOC105283067
XM_026969052.1	LOC113561810
XM_011345520.2	LOC105283064
XM_011345517.3	LOC105283063
XM_026969043.1	LOC105275101
XM_026969048.1	LOC113561395
XM_011331746.3	LOC105275097
XM_011331754.3	LOC105275103
XM_011331757.3	LOC105275105
XM_011331760.3	LOC105275109
XM_011349765.2	LOC105285521
XM_011349768.1	LOC105285524
XM_020033670.2	LOC105285522
XM_026969007.1	LOC113561793
XM_026969008.1	LOC105284312
XM_026969230.1	LOC105286830
XM_026969225.1	LOC105282693
XM_011344889.3	LOC105282688
XM_011344892.3	LOC105282690
XM_026969224.1	LOC105282684
XM_011344874.3	LOC105282681
XM_026969380.1	LOC105282683
XM_026969133.1	LOC105282680
XM_011344867.3	LOC105282678
XM_026969258.1	LOC105282676
XM_011344837.3	LOC105282666
XM_026969150.1	LOC105282675
XM_026969158.1	LOC105282667
XM_020032731.2	LOC105282668
XM_026969161.1	LOC113561828
XM_011344842.3	LOC105282672
XM_026969159.1	LOC113561827
XM_026969157.1	LOC105282692
XM_011344843.3	LOC105282674
XM_026969145.1	LOC105282665
XM_011344833.3	LOC105282664
XM_011344832.3	LOC105282663
XM_011344831.3	LOC105282662
XM_011344830.3	LOC105282661
XM_011344823.3	LOC105282660
XM_011344821.2	LOC105282657
XM_026969134.1	LOC105282655
XM_011344810.1	LOC105282654
XM_011344808.3	LOC105282652
XM_011344801.3	LOC105282649
XM_011344804.3	LOC105282650
XM_011344807.3	LOC105282651
XM_011344800.3	LOC105282648
XM_026969141.1	LOC113561826
XM_011344778.3	LOC105282640
XM_011344784.3	LOC105282642
XM_026969144.1	LOC105282643
XM_011344788.3	LOC105282644
XM_026969142.1	LOC105282645
XM_011344799.3	LOC105282646
XM_011344777.3	LOC105282639
XM_011344763.3	LOC105282638
XM_011344758.3	LOC105282636
XM_011344750.3	LOC105282635
XM_011344749.3	LOC105282634
XM_011344745.3	LOC105282631
XM_011344746.3	LOC105282632
XM_011344744.3	LOC105282630
XM_011344739.3	LOC105282626
XM_011344741.2	LOC105282629
XM_011344735.3	LOC105282625
XM_011344661.3	LOC105282601
XM_011344663.3	LOC105282603
XM_026969259.1	LOC105282605
XM_026969314.1	LOC105282604
XM_026969297.1	LOC105282608
XM_020032756.2	LOC105282607
XM_011344698.2	LOC109610632
XM_011344692.3	LOC105282609
XM_026969308.1	LOC105282612
XM_026969286.1	LOC105282614
XM_026969327.1	LOC105282615
XM_020032758.2	LOC105282617
XM_026969336.1	LOC113561860
XM_026969260.1	LOC105282621
XM_026969333.1	LOC113561401
XM_026969331.1	LOC113561859
XM_026969329.1	LOC105286883
XM_026969293.1	LOC105286881
XM_026969261.1	LOC105286879
XM_011352136.3	LOC105286878
XM_026969282.1	LOC109611481
XM_011331759.3	LOC105275104
XM_011331781.3	LOC105275125
XM_011331767.3	LOC105275114
XM_011331814.3	LOC105275153
XM_011331803.3	LOC105275144
XM_026969355.1	LOC105275133
XM_026969354.1	LOC105275174
XM_011331827.3	LOC105275160
XM_011331852.3	LOC105275184
XM_011331893.3	LOC105275200
XM_020030751.2	LOC105275194
XM_026969240.1	LOC105275190
XM_011331896.3	LOC105275207
XM_011331905.2	LOC105275214
XM_020030533.2	LOC105275222
XM_011331962.3	LOC105275240
XM_026969235.1	LOC105275260
XM_011331972.3	LOC105275252
XM_011331996.2	LOC105275268
XM_011332007.3	LOC105275278
XM_026969091.1	LOC105275284
XM_020030478.2	LOC105275329
XM_011332089.3	LOC105275320
XM_011332052.3	LOC105275305
XM_011332034.3	LOC105275292
XM_020030450.2	LOC105275339
XM_011332142.3	LOC105275347
XM_011332155.3	LOC105275367
XM_011332175.2	LOC105275373
XM_026969262.1	LOC105275412
XM_011332245.3	LOC105275427
XM_011332235.3	LOC105275421
XM_011332263.3	LOC105275435
XM_011332291.3	LOC105275456
XM_011332305.2	LOC105275460
XM_011332359.3	LOC105275479
XM_011332595.3	LOC105275626
XM_011332583.3	LOC105275593
XM_011332514.3	LOC105275584
XM_011332475.2	LOC105275549
XM_011332449.3	LOC105275539
XM_011332438.3	LOC105275532
XM_026969169.1	LOC105275516
XM_026969164.1	LOC105275647
XM_011332620.3	LOC105275640
XM_026969167.1	LOC105275633
XM_026969263.1	LOC105275691
XM_011332781.3	LOC105275718
XM_011332793.2	LOC105275723
XM_011332805.3	LOC105275731
XM_011332830.2	LOC105275745
XM_026969419.1	LOC105275740
XM_011332845.2	LOC105275749
XM_011332874.3	LOC105275770
XM_011332858.3	LOC105275754
XM_011332879.2	LOC105275777
XM_026969267.1	LOC105277093
XM_011332977.3	LOC105275823
XM_011332937.3	LOC105275815
XM_026969136.1	LOC105275807
XM_011332903.3	LOC105275794
XM_011332995.3	LOC105275842
XM_011333032.3	LOC105275867
XM_026968845.1	LOC105275873
XM_026969264.1	LOC105275890
XM_020030485.2	LOC109610755
XM_011333108.3	LOC105275903
XM_026968991.1	LOC105287470
XM_011347766.3	LOC105284357
XM_011347764.3	LOC105284355
XM_011347765.3	LOC105284356
XM_011347760.3	LOC105284352
XM_011347761.3	LOC105284353
XM_011347763.3	LOC105284354
XM_011347757.2	LOC105284351
XM_011347755.3	LOC105284350
XM_026969001.1	LOC105284348
XM_011347754.3	LOC105284349
XM_026968807.1	LOC105278882
XM_011338340.3	LOC105278896
XM_011338313.2	LOC105278871
XM_026968815.1	LOC105278856
XM_026968810.1	LOC105278843
XM_026968813.1	LOC105278832
XM_020031361.2	LOC105278819
XM_020031372.2	LOC105278795
XM_011338142.3	LOC105278782
XM_011338092.3	LOC105278759
XM_026968840.1	LOC105278925
XM_011338046.3	LOC105278716
XM_011337969.3	LOC105278699
XM_020031348.2	LOC105278705
XM_011337957.3	LOC105278693
XM_011337879.2	LOC105278653
XM_011337910.2	LOC105278660
XM_026969265.1	LOC105278615
XM_011337818.3	LOC105278599
XM_011337836.3	LOC105278624
XM_011337852.3	LOC105278631
XM_026969266.1	LOC105278916
XM_011337793.3	LOC105278587
XM_011337772.2	LOC105278577
XM_026969002.1	LOC105278564
XM_011337706.3	LOC105278541
XM_011337718.3	LOC105278549
XM_011337680.3	LOC105278527
XM_011337692.3	LOC105278536
XM_011337670.3	LOC105278517
XM_011337658.3	LOC105278509
XM_026968927.1	LOC105278501
XM_026968929.1	LOC105278478
XM_011337612.3	LOC105278485
XM_026968930.1	LOC105278443
XM_020031299.2	LOC105278451
XM_020031296.2	LOC109610897
XM_011337579.3	LOC105278465
XM_026968924.1	LOC105278433
XM_011337479.3	LOC105278412
XM_020031305.2	LOC105278909
XM_011337459.3	LOC105278399
XM_011337446.2	LOC105278394
XM_026969019.1	LOC113561803
XM_011337369.3	LOC105278340
XM_026969219.1	LOC105278329
XM_026969221.1	LOC113561833
XM_026969220.1	LOC105278305
XM_020031333.2	LOC105278319
XM_011337280.3	LOC105278288
XM_011337260.3	LOC105278276
XM_011337247.3	LOC105278268
XM_011337192.3	LOC105278240
XM_026969374.1	LOC105278243
XM_011337234.3	LOC105278256
XM_011337181.3	LOC105278231
XM_011337138.3	LOC105278219
XM_011337113.2	LOC105278210
XM_026968792.1	LOC105283841
XM_011346906.3	LOC105283832
XM_011346870.3	LOC105283796
XM_011346831.3	LOC105283789
XM_011346954.3	LOC105283855
XM_011346990.3	LOC105283863
XM_011347010.3	LOC105283880
XM_026969408.1	LOC105283895
XM_011347081.3	LOC105283933
XM_011347062.3	LOC105283926
XM_011347038.3	LOC105283904
XM_011347093.3	LOC105283943
XM_020033480.2	LOC105283952
XM_011347134.3	LOC105283968
XM_020033848.2	LOC105283990
XM_011347175.3	LOC105284000
XM_011347213.3	LOC105284025
XM_011347187.3	LOC105284011
XM_011347242.3	LOC105284037
XM_026969337.1	LOC105284054
XM_011347301.3	LOC105284061
XM_011347313.2	LOC105284072
XM_011347337.3	LOC105284083
XM_020033678.2	LOC105284074
XM_011347348.3	LOC105284087
XM_011347382.3	LOC105284109
XM_011347393.3	LOC105284115
XM_011347405.3	LOC105284120
XM_026968842.1	LOC105284127
XM_011347442.3	LOC105284136
XM_011347468.3	LOC105284152
XM_011347482.3	LOC105284163
XM_011347496.3	LOC105284169
XM_011347515.3	LOC105284182
XM_020033914.2	LOC105284192
XM_011347541.3	LOC105284197
XM_011347566.3	LOC105284209
XM_011347577.3	LOC105284222
XM_026968758.1	LOC105284272
XM_011347607.3	LOC105284237
XM_026968760.1	LOC113561731
XM_026968934.1	LOC113561765
XM_026968933.1	LOC113561764
XM_011347657.3	LOC105284283
XM_026969015.1	LOC113561800
XM_011347681.3	LOC105284290
XM_026969020.1	LOC105284301
XM_011347723.3	LOC105284317
XM_011347769.3	LOC105284358
XM_011347759.3	LOC105284346
XM_026968796.1	LOC105284338
XM_011347778.3	LOC105284366
XM_011347978.1	LOC105284462
XM_011347963.3	LOC105284455
XM_011347936.3	LOC105284441
XM_011347917.3	LOC105284433
XM_026969173.1	LOC105284431
XM_011347865.3	LOC105284395
XM_011347845.3	LOC105284379
XM_026969174.1	LOC105284536
XM_011348104.3	LOC105284484
XM_011348022.3	LOC105284476
XM_011348156.3	LOC105284541
XM_026969011.1	LOC105284569
XM_011348229.2	LOC105284580
XM_011348271.3	LOC105284606
XM_011348248.2	LOC105284586
XM_011348282.3	LOC105284617
XM_026969269.1	LOC113561851
XM_011348299.3	LOC105284627
XM_011348324.3	LOC105284650
XM_011348349.2	LOC105284668
XM_011348335.3	LOC105284660
XM_011348387.2	LOC105284681
XM_026968730.1	LOC105284674
XM_011348421.3	LOC105284697
XM_011348441.3	LOC105284710
XM_011348455.2	LOC105284716
XM_011348495.3	LOC105284744
XM_011348516.3	LOC105284762
XM_026969394.1	LOC105284783
XM_026969395.1	LOC105284776
XM_011348528.2	LOC105284770
XM_011348567.3	LOC105284789
XM_011348603.3	LOC105284795
XM_011348642.1	LOC105284836
XM_011348753.3	LOC105284905
XM_011348732.3	LOC105284898
XM_011348721.3	LOC105284888
XM_011348673.3	LOC105284853
XM_011348779.3	LOC105284921
XM_011348833.3	LOC105284945
XM_011348802.2	LOC105284927
XM_011348843.3	LOC105284954
XM_011348882.2	LOC105284984
XM_011348942.3	LOC105285023
XM_026968856.1	LOC113561747
XM_011348902.3	LOC105284993
XM_011348955.3	LOC105285031
XM_011348982.3	LOC105285048
XM_011349008.3	LOC105285061
XM_011348995.3	LOC105285056
XM_011349022.3	LOC105285068
XM_011349042.3	LOC105285084
XM_011349033.3	LOC105285073
XM_011349061.3	LOC105285095
XM_020033249.2	LOC105285109
XM_011349101.3	LOC105285125
XM_011349088.3	LOC105285120
XM_011349076.3	LOC105285113
XM_011350657.3	LOC105286031
XM_011349131.3	LOC105285139
XM_011349152.3	LOC105285151
XM_011349164.3	LOC105285159
XM_011349183.3	LOC105285166
XM_026969353.1	LOC105285163
XM_011349214.3	LOC105285180
XM_011349237.3	LOC105285191
XM_011349341.3	LOC105285237
XM_011349320.3	LOC105285219
XM_011349280.2	LOC105285207
XM_020033561.2	LOC105285199
XM_011349359.3	LOC105285250
XM_011349392.3	LOC105285262
XM_011349473.3	LOC105285329
XM_020033171.1	LOC105285338
XM_026969162.1	LOC105285346
XM_026969094.1	LOC113561382
XM_026969096.1	LOC113561816
XM_026969064.1	LOC105286877
XM_026969057.1	LOC105282623
XM_026969271.1	LOC113561852
XM_026969272.1	LOC113561853
XM_026969273.1	LOC113561854
XM_026969274.1	LOC113561855
XM_026969275.1	LOC113561857
XM_011346278.3	LOC105283485
XM_011346296.2	LOC105283492
XM_011346237.3	LOC105283457
XM_011346248.3	LOC105283471
XM_011346216.3	LOC105283438
XM_011345981.3	LOC105283324
XM_011346019.3	LOC105283335
XM_026968753.1	LOC113561729
XM_020032891.2	LOC105283341
XM_011346049.3	LOC105283352
XM_011346092.2	LOC105283367
XM_020032895.2	LOC105283380
XM_011346139.3	LOC105283409
XM_011346168.2	LOC105283429
XM_011345933.3	LOC105283285
XM_011345880.3	LOC105283258
XM_011345862.3	LOC105283250
XM_026968744.1	LOC105283225
XM_011345853.3	LOC105283236
XM_020032903.2	LOC105283175
XM_020032927.2	LOC109611235
XM_011345804.3	LOC105283195
XM_011345692.3	LOC105283168
XM_011345671.3	LOC105283157
XM_011345649.3	LOC105283147
XM_011345615.3	LOC105283135
XM_011345606.3	LOC105283127
XM_026968950.1	LOC105283096
XM_026969277.1	LOC105283514
XM_020033065.1	LOC109611258
XM_011345553.3	LOC105283089
XM_011345488.3	LOC105283038
XM_011345507.2	LOC105283051
XM_011345516.3	LOC105283058
XM_011345543.3	LOC105283079
XM_011345534.3	LOC105283072
XM_011345476.3	LOC105283028
XM_026969120.1	LOC105283024
XM_020032962.2	LOC105283025
XM_011345104.3	LOC105282840
XM_011345127.3	LOC105282851
XM_026969111.1	LOC105282864
XM_020032757.2	LOC105282870
XM_011345190.3	LOC105282882
XM_011345207.3	LOC105282897
XM_011345248.2	LOC105282915
XM_011345286.3	LOC105282939
XM_011345299.3	LOC105282947
XM_011345319.3	LOC105282955
XM_026969121.1	LOC105282974
XM_011345368.2	LOC105282994
XM_011345399.3	LOC105283007
XM_011345412.2	LOC105283016
XM_011345092.3	LOC105282832
XM_011345035.2	LOC105282800
XM_011345056.3	LOC105282811
XM_011345066.3	LOC105282820
XM_020032779.2	LOC105282824
XM_011344963.2	LOC105282734
